Ticker,Date/Time,Open,High,Low,Close,Volume,prevclose,rsi,ema5,ema10,hma5,hma7,hma9,adx,pdi,mdi,atr
NIFTY,25/1/2011,5763.3,5801.55,5680.65,5687.4,126128992,5743.25,38.58,5709.45,5741.1,5716.01,5717.92,5714.96,28.28,17.1,24.9,96.21
NIFTY,27/1/2011,5725.3,5726.1,5594.95,5604.3,201497008,5687.4,34.31,5674.4,5716.22,5628.35,5655.1,5682.91,28.4,15.48,28.74,99.7
NIFTY,28/1/2011,5614,5614.4,5459.55,5512.15,173107008,5604.3,30.31,5620.31,5679.12,5510.67,5547.79,5608.36,29.48,13.81,35.07,105.22
NIFTY,31/1/2011,5452.55,5526.85,5416.65,5505.9,177848000,5512.15,30.05,5582.18,5647.62,5456.08,5470.28,5527.57,30.73,12.76,35.36,105.71
NIFTY,1/2/2011,5537.3,5539.15,5402,5417.2,171232000,5505.9,26.62,5527.18,5605.73,5410.05,5405.93,5446.06,31.97,11.58,33.07,108.86
NIFTY,2/2/2011,5469.55,5490.6,5415.65,5432,172198000,5417.2,28.09,5495.46,5574.14,5389.66,5379.34,5394.57,33.13,10.98,31.36,105.47
NIFTY,3/2/2011,5430.45,5532.65,5418,5526.75,154228992,5432,36.86,5505.89,5565.53,5472.72,5432.62,5403.05,33.47,13,28.9,106.38
NIFTY,4/2/2011,5519.9,5556.3,5369.05,5395.75,187820000,5526.75,31.2,5469.17,5534.66,5458.64,5440.06,5406.59,34.14,11.42,28.56,114.47
NIFTY,7/2/2011,5430.15,5440.35,5376.95,5396,150446992,5395.75,31.22,5444.78,5509.45,5385.92,5407.8,5403.59,34.77,10.93,27.35,109.36
NIFTY,8/2/2011,5432.35,5432.35,5303.4,5312.55,155600000,5396,28.04,5400.71,5473.65,5316.36,5335.84,5364.71,35.84,10.01,29.87,111.32
NIFTY,9/2/2011,5293.05,5339.45,5225.65,5253.55,246526000,5312.55,26.02,5351.65,5433.63,5238.58,5257.87,5300.64,37.28,9.26,32.75,111.57
NIFTY,10/2/2011,5246.05,5272.6,5196.8,5225.8,225238016,5253.55,25.1,5309.7,5395.84,5194.18,5198.3,5236.13,38.76,8.79,33.02,107.99
NIFTY,11/2/2011,5219.65,5319.45,5177.7,5310,211251008,5225.8,32.83,5309.8,5380.23,5249.53,5219.95,5217.46,39.28,11.04,29.95,111.37
NIFTY,14/2/2011,5340.25,5463.8,5340.25,5456,175710000,5310,43.67,5358.53,5394.01,5413.98,5349.95,5280.09,37.69,19.15,27.02,115.61
NIFTY,15/2/2011,5467.75,5506.5,5408.35,5481,170460000,5456,45.3,5399.36,5409.83,5529.66,5481.1,5382.81,35.72,20.69,25.31,113.87
NIFTY,16/2/2011,5467.6,5504.8,5460.35,5481.7,140516992,5481,45.35,5426.8,5422.89,5535.81,5540.83,5476.01,33.89,20.07,24.56,106.92
NIFTY,17/2/2011,5501.7,5553,5463.4,5546.45,143670000,5481.7,49.71,5466.69,5445.36,5549.81,5569.66,5545.74,31.61,22.12,23.06,105.19
NIFTY,18/2/2011,5557.55,5599.25,5441.95,5458.95,180906000,5546.45,44.54,5464.11,5447.83,5511.59,5538.34,5555.48,29.71,22.87,20.68,110.4
NIFTY,21/2/2011,5456.6,5526.25,5413.1,5518.6,137634000,5458.95,48.48,5482.27,5460.7,5493.28,5517.49,5549.15,27.62,21.18,21.04,110.68
NIFTY,22/2/2011,5504.4,5519.45,5437.3,5469.2,166270992,5518.6,45.59,5477.91,5462.24,5485.45,5490.53,5522.66,25.67,20.02,19.89,107.82
NIFTY,23/2/2011,5452.45,5495.2,5427.55,5437.35,173585008,5469.2,43.78,5464.39,5457.72,5442.42,5455.63,5485.49,23.93,19.1,19.64,103.81
NIFTY,24/2/2011,5408.75,5423.4,5242.5,5262.7,259348000,5437.35,35.46,5397.16,5422.26,5303.93,5340.27,5399.82,24.16,16.7,29.09,112.91
NIFTY,25/2/2011,5321.05,5338.2,5232.75,5303.55,193536000,5262.7,38.41,5365.96,5400.68,5230.7,5255.53,5317.45,24.44,15.56,27.74,112.17
NIFTY,28/2/2011,5330.15,5477,5308.6,5333.25,317246016,5303.55,40.54,5355.06,5388.42,5283.03,5254.25,5271.66,23.03,22.51,24.75,118.29
NIFTY,1/3/2011,5382,5533.05,5373.55,5522.3,210498000,5333.25,51.91,5410.8,5412.76,5457.98,5389.27,5324.13,21.6,23.16,21.83,126.44
NIFTY,3/3/2011,5478.45,5570.75,5468.25,5536.2,218804992,5522.3,52.63,5452.6,5435.2,5590.56,5531.34,5428.08,20.62,23.99,20.5,124.05
NIFTY,4/3/2011,5586.2,5608.2,5524.1,5538.75,162007008,5536.2,52.77,5481.32,5454.03,5596.23,5598.8,5525.64,20.04,25.04,19.45,120.06
NIFTY,7/3/2011,5490.05,5491.25,5408.45,5463.15,134582000,5538.75,48.24,5475.26,5455.69,5514.4,5559.44,5558.8,18.88,23.07,24.91,121.08
NIFTY,8/3/2011,5466.1,5530.55,5464.75,5520.8,127507000,5463.15,51.65,5490.44,5467.53,5487.85,5521.76,5556.54,17.64,24.55,23.86,115.71
NIFTY,9/3/2011,5542.4,5563.3,5477.45,5531,149822992,5520.8,52.25,5503.96,5479.07,5523.41,5520.03,5545.41,16.79,25.29,22.56,112.73
NIFTY,10/3/2011,5516.1,5516.3,5468.45,5494.4,135730000,5531,49.86,5500.77,5481.85,5516.35,5514.48,5528.62,15.9,24.26,22.22,107.71
NIFTY,11/3/2011,5456.15,5502.7,5411.55,5445.45,133442000,5494.4,46.78,5482.33,5475.24,5459.45,5475.77,5499.13,15.05,22.79,24.66,106.05
NIFTY,14/3/2011,5436.5,5537.3,5434.25,5531.5,173522000,5445.45,52.35,5498.72,5485.47,5482.42,5481.2,5490.55,14.06,23.53,22.96,105.75
NIFTY,15/3/2011,5420,5497.85,5373.65,5449.65,191038000,5531.5,47.28,5482.36,5478.95,5482.99,5474.46,5475.43,13.58,21.14,24.53,110.96
NIFTY,16/3/2011,5475.95,5535.1,5475.95,5511.15,135196992,5449.65,51.11,5491.96,5484.81,5485.52,5485.71,5480.19,12.73,22.39,23.16,108.41
NIFTY,17/3/2011,5455.4,5510.05,5435.3,5446.65,135256000,5511.15,47.24,5476.86,5477.87,5471.2,5470.55,5473.02,12.36,21.26,24.7,105.15
NIFTY,18/3/2011,5475.35,5483.05,5366.4,5373.7,129492000,5446.65,43.24,5442.47,5458.93,5390.03,5413.15,5437.22,12.66,19.61,27.37,106.3
NIFTY,21/3/2011,5408.75,5413.3,5348.2,5364.75,107175000,5373.7,42.77,5416.56,5441.81,5336.09,5354.71,5391.07,13.09,18.73,27.4,102.18
NIFTY,22/3/2011,5390.85,5428.15,5376.15,5413.85,94938000,5364.75,46.27,5415.66,5436.72,5369.84,5354.59,5366.79,13.3,18.94,26.17,98.31
NIFTY,23/3/2011,5411.4,5484.95,5401.95,5480.25,112036000,5413.85,50.67,5437.19,5444.64,5459.28,5421.21,5389.22,12.78,21.87,24.62,96.77
NIFTY,24/3/2011,5501.8,5529,5496.1,5522.4,115262000,5480.25,53.29,5465.59,5458.78,5536.53,5503.88,5446.84,11.95,24.35,23.74,91.97
NIFTY,25/3/2011,5588.65,5667.1,5560.95,5654.25,133451000,5522.4,60.37,5528.48,5494.32,5644.5,5617.26,5545.53,12.5,31.7,21.28,97.25
NIFTY,28/3/2011,5645.25,5709.1,5643.2,5687.25,130718000,5654.25,61.93,5581.4,5529.4,5731.12,5713.43,5646.61,13.35,33.24,20.25,94.11
NIFTY,29/3/2011,5686.5,5770.35,5680.7,5736.35,140479008,5687.25,64.18,5633.05,5567.02,5770.1,5777.13,5734.44,14.58,35.56,18.92,93.66
NIFTY,30/3/2011,5755.8,5803.15,5753.9,5787.65,133209000,5736.35,66.42,5684.58,5607.14,5808.03,5819.71,5802.01,15.94,36.24,17.96,90.98
NIFTY,31/3/2011,5803.05,5872,5778.65,5833.75,219441008,5787.65,68.33,5734.31,5648.34,5851.75,5859.13,5852.2,17.66,38.89,16.7,91.22
NIFTY,1/4/2011,5835,5860.2,5810.4,5826.05,118322000,5833.75,67.64,5764.89,5680.65,5860.78,5873.88,5878.74,19.25,37.37,16.05,87.07
NIFTY,4/4/2011,5842,5918.7,5833.2,5908.45,106392000,5826.05,71.02,5812.74,5722.07,5898.01,5904.92,5908.17,21.08,39.24,14.89,87.63
NIFTY,5/4/2011,5923.85,5928.65,5855.85,5910.05,110625000,5908.45,71.09,5845.18,5756.25,5935.7,5933.87,5931.97,22.85,37.76,14.03,86.15
NIFTY,6/4/2011,5908,5944.45,5868.8,5891.75,125961000,5910.05,69.22,5860.7,5780.88,5920.42,5934.37,5940.64,24.59,36.74,13.18,85.1
NIFTY,7/4/2011,5888.55,5906.1,5866.25,5885.7,98161000,5891.75,68.58,5869.03,5799.94,5892.25,5912.11,5933.42,26.16,35.52,12.96,80.57
NIFTY,8/4/2011,5886.75,5926.95,5822,5842,99855000,5885.7,63.99,5860.02,5807.59,5852.08,5870.23,5903.03,26.82,32.46,15.47,83.01
NIFTY,11/4/2011,5805.35,5830.3,5777.9,5785.7,92734000,5842,58.54,5835.25,5803.61,5789.2,5810,5851.95,26.71,30.72,18.33,81.12
NIFTY,13/4/2011,5747.95,5923.6,5735.55,5911.5,145700000,5785.7,65.59,5860.67,5823.23,5841.82,5829.22,5840.41,27.39,33.46,15.67,91.81
NIFTY,15/4/2011,5898.75,5907.35,5806.45,5824.55,140590000,5911.5,58.22,5848.63,5823.47,5867.08,5843.93,5833.16,28.02,30.77,14.42,93.14
NIFTY,18/4/2011,5824.35,5897.9,5722.25,5729.1,121111000,5824.55,51.4,5808.78,5806.31,5764.05,5789.21,5802.4,27.31,26.89,18.65,101.39
NIFTY,19/4/2011,5716,5762.95,5693.25,5740.75,101237000,5729.1,52.13,5786.11,5794.39,5700.95,5725.66,5761.38,26.26,25.52,19.82,98.22
NIFTY,20/4/2011,5786.05,5857.35,5759.65,5851.65,117896000,5740.75,58.58,5807.95,5804.8,5785.47,5758.96,5757.85,26.16,30.19,18.15,100.06
NIFTY,21/4/2011,5882.85,5912.9,5864.35,5884.7,119754000,5851.65,60.29,5833.54,5819.33,5893.83,5846.85,5798.08,26.51,32.95,17.32,96.18
NIFTY,25/4/2011,5859.6,5906.6,5857,5874.5,94377000,5884.7,59.47,5847.19,5829.36,5915.46,5900.93,5851.29,26.73,31.69,17.23,91.52
NIFTY,26/4/2011,5876.85,5893.2,5791.55,5868.4,117167000,5874.5,58.96,5854.26,5836.46,5889.11,5905.02,5886.99,26.01,29.23,20.89,92.53
NIFTY,27/4/2011,5884.2,5892.35,5819.95,5833.9,108741000,5868.4,56,5847.47,5835.99,5847.19,5871.77,5885.82,25.34,27.58,19.72,90.52
NIFTY,28/4/2011,5851.35,5856.4,5776.95,5785.45,159344992,5833.9,52.05,5826.8,5826.8,5790.37,5814.82,5851.71,24.13,25.86,21.86,89.41
NIFTY,29/4/2011,5782.5,5804.3,5706.05,5749.5,184752000,5785.45,49.28,5801.03,5812.75,5738.46,5754.67,5799.58,22.67,23.88,25.72,90.3
NIFTY,2/5/2011,5766.9,5775.25,5687.7,5701.3,86514000,5749.5,45.75,5767.79,5792.48,5690.89,5698.62,5739.08,21.52,22.24,25.4,90.02
NIFTY,3/5/2011,5689.7,5710.8,5554.85,5565.25,125523000,5701.3,37.58,5700.28,5751.17,5582.01,5601.7,5651.55,21.73,19.66,32.34,96.61
NIFTY,4/5/2011,5567.7,5578.8,5503,5537.15,119083000,5565.25,36.15,5645.9,5712.26,5492.31,5510.99,5563.3,22.32,18.53,34.41,94.53
NIFTY,5/5/2011,5531.6,5560.3,5443.65,5459.85,126425000,5537.15,32.47,5583.88,5666.36,5435.69,5434.43,5476.04,23.29,16.92,35.84,96.74
NIFTY,6/5/2011,5477.65,5564.4,5472.45,5551.45,122684000,5459.85,40.23,5573.07,5645.47,5476.62,5447.84,5444.77,24.13,15.92,33.07,97.52
NIFTY,9/5/2011,5575.2,5586.05,5502.4,5551.1,75439000,5551.45,40.21,5565.75,5628.31,5548.88,5502.29,5458.65,24.58,16.54,31.01,96.14
NIFTY,10/5/2011,5555.55,5592.9,5514.55,5541.25,88823000,5551.1,39.64,5557.58,5612.48,5559.65,5541.21,5492.24,24.89,16.08,29.17,94.36
NIFTY,11/5/2011,5547.2,5574.7,5525,5565.05,82509000,5541.25,41.78,5560.07,5603.86,5562.86,5562.19,5529.69,25.18,15.45,28.03,89.89
NIFTY,12/5/2011,5537.8,5572.5,5476.3,5486.15,91625000,5565.05,37.09,5535.43,5582.46,5518.17,5531.88,5531.13,25.88,14.29,29.73,90.52
NIFTY,13/5/2011,5492.35,5605,5472.15,5544.75,119424000,5486.15,42.27,5538.54,5575.6,5509.42,5520.55,5530.49,25.98,15.31,26.74,94.76
NIFTY,16/5/2011,5541.7,5541.8,5487.65,5499,94219000,5544.75,39.53,5525.36,5561.67,5511.26,5506.69,5516.92,26.06,14.63,25.56,90.99
NIFTY,17/5/2011,5496.1,5523.85,5421.05,5438.95,109199000,5499,36.22,5496.56,5539.36,5454.16,5466.67,5486.01,26.78,13.47,28.67,92.17
NIFTY,18/5/2011,5448.2,5460.5,5401.25,5420.6,107358000,5438.95,35.24,5471.24,5517.77,5403.26,5418.07,5446.49,27.61,12.84,28.89,88.88
NIFTY,19/5/2011,5448.15,5452.6,5411.25,5428.1,94181000,5420.6,36,5456.86,5501.46,5400.91,5397.03,5414.5,28.38,12.4,27.91,84.13
NIFTY,20/5/2011,5450.65,5517.55,5432.75,5486.35,127400000,5428.1,41.7,5466.69,5498.72,5456.35,5432.29,5417.86,27.87,16.83,25.86,84.66
NIFTY,23/5/2011,5456.7,5456.7,5373,5386.55,94674000,5486.35,35.82,5439.98,5478.32,5433.98,5426.34,5413.14,28.01,15.29,28.3,87.53
NIFTY,24/5/2011,5385.1,5422.6,5367.45,5394.85,100052000,5386.55,36.62,5424.93,5463.15,5381.43,5398.57,5404.08,28.19,14.6,27.47,84.29
NIFTY,25/5/2011,5389.1,5389.1,5328.7,5348.95,99918000,5394.85,34.08,5399.61,5442.38,5346.49,5356.35,5376.15,28.74,13.79,29.2,82.48
NIFTY,26/5/2011,5372.75,5422.2,5356.35,5412.35,161608000,5348.95,40.23,5403.85,5436.92,5371.4,5363.23,5366.9,28.62,15.74,27.39,81.55
NIFTY,27/5/2011,5413.7,5485.8,5413.6,5476.1,117233000,5412.35,45.72,5427.94,5444.05,5458.22,5424.94,5395.29,27.43,20.2,25.66,80.74
NIFTY,30/5/2011,5493.75,5509.3,5458.6,5473.1,100765000,5476.1,45.51,5442.99,5449.33,5503.09,5481.18,5438.75,25.96,21.36,24.52,77.74
NIFTY,31/5/2011,5492,5571.6,5489.7,5560.15,149410000,5473.1,52.39,5482.04,5469.48,5553.36,5545.3,5502.48,24.48,24.94,22.42,79.81
NIFTY,1/6/2011,5561.05,5597.35,5559.45,5592,98629000,5560.15,54.65,5518.7,5491.75,5612.29,5602.77,5565.27,23.44,26.42,21.65,75.62
NIFTY,2/6/2011,5529.9,5568.2,5521.95,5550.35,110949000,5592,51.23,5529.25,5502.41,5597.02,5610.97,5598.98,21.92,24.73,23.69,75.07
NIFTY,3/6/2011,5565.7,5604.95,5507.2,5516.75,101018000,5550.35,48.59,5525.08,5505.02,5534.94,5568.05,5593.46,20.99,25.86,21.61,77.33
NIFTY,6/6/2011,5504.3,5542.65,5479.85,5532.05,77137000,5516.75,49.86,5527.4,5509.93,5512.36,5531.3,5568.87,19.72,24.38,22.87,75.88
NIFTY,7/6/2011,5509.15,5570.1,5507.8,5556.15,81858000,5532.05,51.87,5536.99,5518.33,5539.32,5533.41,5551.35,18.92,25.51,21.55,74.52
NIFTY,8/6/2011,5535.25,5556.6,5514.9,5526.85,92929000,5556.15,49.28,5533.61,5519.88,5542.46,5535.6,5539.21,18.17,24.5,20.7,71.24
NIFTY,9/6/2011,5523.55,5540.1,5502.05,5521.05,87034000,5526.85,48.76,5529.42,5520.09,5522.55,5526.91,5530.86,17.25,23.58,21.19,67.92
NIFTY,10/6/2011,5518.05,5521.45,5457.45,5485.8,84190000,5521.05,45.61,5514.88,5513.86,5491.21,5500.17,5512.3,16.36,22.07,24.28,67.53
NIFTY,13/6/2011,5469.85,5496.7,5436.95,5482.8,80105000,5485.8,45.34,5504.19,5508.21,5470.13,5476.99,5491.23,15.84,20.74,24.88,66.75
NIFTY,14/6/2011,5485.6,5520.15,5484.2,5500.5,97840000,5482.8,47.31,5502.96,5506.81,5483.1,5476.64,5481.02,14.94,22.38,23.91,63.81
NIFTY,15/6/2011,5494.45,5499.35,5438.95,5447.5,95878992,5500.5,42.39,5484.47,5496.03,5465.04,5462.48,5465.67,14.8,20.93,27.12,63.59
NIFTY,16/6/2011,5419.65,5447.5,5389.8,5396.75,128062992,5447.5,38.28,5455.23,5477.98,5403.14,5418.28,5435.71,15.3,19.65,30.68,63
NIFTY,17/6/2011,5412.5,5421.15,5355.85,5366.4,97876000,5396.75,36.03,5425.62,5457.69,5350.75,5364.8,5393.46,16.18,18.28,32.16,63.23
NIFTY,20/6/2011,5372.2,5377.4,5195.9,5257.9,135335008,5366.4,29.39,5369.71,5421.36,5266.94,5283.13,5324.43,18.37,15.13,41.81,75.05
NIFTY,21/6/2011,5280.8,5322.45,5257,5275.85,107192000,5257.9,31.63,5338.43,5394.91,5226.02,5232.16,5266.05,20.4,14.19,39.18,74.09
NIFTY,22/6/2011,5304.65,5310.5,5262.5,5278.3,95769000,5275.85,31.95,5318.38,5373.71,5248.84,5226.71,5232.75,22.29,13.52,37.33,71.48
NIFTY,23/6/2011,5269.1,5330.6,5252.25,5320,89001000,5278.3,37.3,5318.92,5363.94,5298.81,5268.36,5239.96,23.62,14.45,34.48,72.17
NIFTY,24/6/2011,5343.4,5477.85,5343.4,5471.25,140100000,5320,52.03,5369.7,5383.45,5432.19,5385.31,5314.82,22.44,25.68,29.56,80.74
NIFTY,27/6/2011,5441.2,5552.65,5434.25,5526.6,143401984,5471.25,56.1,5422,5409.48,5560.27,5515.86,5424.15,21.22,29.55,26.51,84.51
NIFTY,28/6/2011,5548.85,5558.3,5496.35,5545.3,114414000,5526.6,57.41,5463.1,5434.17,5598.85,5596.07,5527.13,20.16,28.43,25.05,82.25
NIFTY,29/6/2011,5566.5,5608.65,5566.5,5600.45,124594000,5545.3,61.1,5508.88,5464.41,5619.55,5636.68,5606.64,19.72,31.34,23.62,80.36
NIFTY,30/6/2011,5614.5,5657.9,5606.1,5647.4,179224000,5600.45,63.97,5555.06,5497.68,5660.95,5671.1,5662.01,19.8,34.21,22.38,78.07
NIFTY,1/7/2011,5705.75,5705.8,5609.75,5627.2,141092000,5647.4,61.86,5579.1,5521.23,5664.47,5678.88,5686.01,20.32,35.57,20.43,79.87
NIFTY,4/7/2011,5679.55,5679.65,5633.1,5650.5,103529000,5627.2,63.36,5602.9,5544.73,5656.41,5674.36,5693.45,20.8,33.84,19.44,77.13
NIFTY,5/7/2011,5659.85,5659.85,5612.3,5632.1,100776000,5650.5,61.31,5612.63,5560.62,5645.5,5658.28,5682.84,20.91,32.31,20.54,74.17
NIFTY,6/7/2011,5622.7,5655.4,5610.75,5625.45,86110000,5632.1,60.54,5616.91,5572.4,5627.77,5639.87,5663.43,20.98,30.9,19.79,71.22
NIFTY,7/7/2011,5633.35,5737.15,5632.95,5728.95,112220000,5625.45,67.36,5654.25,5600.87,5689.91,5677.9,5675.88,21.85,35.36,17.71,75.26
NIFTY,8/7/2011,5734.65,5740.4,5651.05,5660.65,129276000,5728.95,59.99,5656.39,5611.74,5707.72,5695.97,5684.55,22.7,32.72,16.23,76.67
NIFTY,11/7/2011,5648.05,5652.9,5601.7,5616.1,78900000,5660.65,55.71,5642.96,5612.53,5639.19,5663.25,5674.01,22.61,30.89,20,74.9
NIFTY,12/7/2011,5556.9,5580.25,5496.95,5526.15,104907000,5616.1,48.23,5604.02,5596.82,5537.39,5573.3,5621,21.01,27.54,27.37,79.33
NIFTY,13/7/2011,5542.05,5596.15,5541.4,5585.45,106020000,5526.15,52.74,5597.83,5594.76,5524.53,5533.83,5574.19,19.73,27.23,25.61,78.39
NIFTY,14/7/2011,5569,5653.95,5541.7,5599.8,123014992,5585.45,53.79,5598.49,5595.67,5580.38,5552.86,5555.08,19.22,29.65,23.05,81.78
NIFTY,15/7/2011,5602.95,5631.7,5562.75,5581.1,80427000,5599.8,52.16,5592.69,5593.02,5595.99,5576.55,5557.09,18.74,27.81,21.63,80.5
NIFTY,18/7/2011,5581.75,5596.6,5550.95,5567.05,73605000,5581.1,50.92,5584.14,5588.3,5575.16,5576.71,5563.71,18.11,26.64,21.8,77.01
NIFTY,19/7/2011,5569.85,5627.65,5557.2,5613.55,86556000,5567.05,54.76,5593.95,5592.89,5592.23,5590.21,5578.53,17.92,27.78,20.37,76.36
NIFTY,20/7/2011,5642.05,5645.4,5555.1,5567.05,87093000,5613.55,50.5,5584.98,5588.19,5589.44,5588.02,5582.06,17.95,27.11,18.68,77.75
NIFTY,21/7/2011,5554.6,5578.9,5532.7,5541.6,76328000,5567.05,48.29,5570.52,5579.72,5548.11,5561.34,5571.21,17.59,25.92,19.98,74.59
NIFTY,22/7/2011,5576.95,5642.2,5567.1,5633.95,106782000,5541.6,55.85,5591.66,5589.58,5588.83,5581.48,5580.96,18.03,29.37,18.12,77.2
NIFTY,25/7/2011,5633.8,5700.55,5616.7,5680.3,142008000,5633.95,59.09,5621.21,5606.08,5678.56,5647.52,5616.29,19.03,32.47,16.72,77.86
NIFTY,26/7/2011,5688.45,5702.25,5560.15,5574.85,134109008,5680.3,50.1,5605.76,5600.4,5643.13,5647.48,5630.08,18.99,28.46,19.57,84.28
NIFTY,27/7/2011,5588.55,5591.7,5521.5,5546.8,122321000,5574.85,48,5586.1,5590.65,5550.09,5587.88,5612.63,18.36,26.71,21.76,82.88
NIFTY,28/7/2011,5492.4,5512.1,5475.65,5487.75,164522000,5546.8,43.85,5553.32,5571.94,5479.04,5506.87,5557.94,17.13,25.03,24.45,81.7
NIFTY,29/7/2011,5479,5520.3,5453.95,5482,156129008,5487.75,43.46,5529.55,5555.59,5450,5457.46,5499.46,16.12,23.54,24.94,80.17
NIFTY,1/8/2011,5527.5,5551.9,5486.45,5516.8,98963000,5482,46.59,5525.3,5548.54,5482.46,5462.51,5471.93,15.19,24.91,23.36,79.14
NIFTY,2/8/2011,5493.2,5496.3,5433.65,5456.55,110372000,5516.8,42.23,5502.38,5531.81,5477.2,5461.52,5454.57,14.59,23.04,26.37,79.54
NIFTY,3/8/2011,5402,5422.6,5378.85,5404.8,133224000,5456.55,38.86,5469.85,5508.72,5413.31,5425.33,5430.35,14.68,21.42,29.47,79.36
NIFTY,4/8/2011,5412.4,5434.5,5323.15,5331.8,118482000,5404.8,34.67,5423.84,5476.55,5330.01,5351.66,5381.41,15.34,19.33,31.48,82.56
NIFTY,5/8/2011,5204.35,5229.65,5116.45,5211.25,196016992,5331.8,29.09,5352.97,5428.32,5212.25,5240.09,5295.3,17.46,16.06,42.38,95.84
NIFTY,8/8/2011,5083.85,5204.2,5054.05,5118.5,188306992,5211.25,25.66,5274.82,5371.99,5090.71,5116.19,5185.34,19.75,14.18,42.07,101.97
NIFTY,9/8/2011,4947.9,5167,4946.45,5072.85,233869008,5118.5,24.16,5207.49,5317.6,5021.93,5024.37,5080.6,22.36,12.04,43.08,113.83
NIFTY,10/8/2011,5196.55,5197.95,5123.35,5161,158404000,5072.85,32.41,5192,5289.13,5079.69,5040.43,5039.42,24.34,13.11,39.45,114.96
NIFTY,11/8/2011,5128,5184.95,5121,5138.3,113043000,5161,31.46,5174.1,5261.7,5144.22,5093.77,5046.15,26.2,12.53,37.86,109.86
NIFTY,12/8/2011,5194.4,5194.45,5053.35,5072.95,128835000,5138.3,28.84,5140.38,5227.38,5105.05,5098.14,5059.31,28.24,11.34,38.82,112.98
NIFTY,16/8/2011,5125.75,5132.2,5015.4,5035.8,130897000,5072.95,27.44,5105.52,5192.55,5033.48,5053.68,5052.4,30.3,10.45,38.33,113.36
NIFTY,17/8/2011,5030.3,5112.15,5017.25,5056.6,143342000,5035.8,29.5,5089.21,5167.83,5021.77,5027.14,5037.7,32.22,9.78,35.87,111.52
NIFTY,18/8/2011,5077.95,5078.6,4932.15,4944.15,139816000,5056.6,25.32,5040.86,5127.16,4969.51,4974.44,4995.52,34.37,8.84,38.01,115.01
NIFTY,19/8/2011,4859.3,4893.6,4796.1,4845.65,166702000,4944.15,22.33,4975.79,5075.98,4848.46,4876.09,4922.53,36.82,8,43.12,118.31
NIFTY,22/8/2011,4843.7,4910.05,4808.75,4898.8,123814000,4845.65,27.31,4950.13,5043.76,4826.32,4828.76,4865.48,38.84,8.54,40.31,116.61
NIFTY,23/8/2011,4925.15,4965.8,4863.8,4948.9,130010000,4898.8,31.76,4949.72,5026.52,4908.07,4867.03,4852.98,39.84,11.59,37.64,115.15
NIFTY,24/8/2011,4934.35,4962.4,4875.3,4888.9,129411000,4948.9,29.44,4929.44,5001.5,4922.99,4896.66,4860.93,40.77,10.93,35.48,112.35
NIFTY,25/8/2011,4914.65,4915.85,4825.05,4839.6,184913008,4888.9,27.65,4899.5,4972.06,4857.11,4869.87,4859.62,41.88,10.26,36.68,110.19
NIFTY,26/8/2011,4839.25,4872,4720,4747.8,149718016,4839.6,24.64,4848.93,4931.29,4756,4786.34,4817,43.34,9.26,39.87,114.37
NIFTY,29/8/2011,4806.2,4934.4,4806.05,4919.6,145124992,4747.8,38.18,4872.49,4929.16,4819.15,4807.33,4813.14,43.75,12.04,35.28,121.6
NIFTY,30/8/2011,4973.25,5016.25,4927.55,5001,181540000,4919.6,43.37,4915.32,4942.22,4988.39,4923.24,4867.27,43.04,16.42,33.16,119.1
NIFTY,2/9/2011,5109.8,5113.7,4993.35,5040,195056000,5001,45.73,4956.88,4960,5083.22,5043.13,4959.65,41.26,21.25,30.68,119.23
NIFTY,5/9/2011,4998.9,5030.3,4964.45,5017.2,162898000,5040,44.56,4976.99,4970.4,5073.96,5083.72,5034.82,39.82,20.23,31.04,114.86
NIFTY,6/9/2011,4993.35,5072.9,4942.9,5064.3,183680000,5017.2,47.54,5006.09,4987.47,5065.78,5091.3,5081.83,38.02,21.25,28.5,116.37
NIFTY,7/9/2011,5080.15,5154.5,5076.3,5124.65,193856000,5064.3,51.15,5045.61,5012.41,5117.16,5120.91,5118.45,35.52,25.24,26.86,113.76
NIFTY,8/9/2011,5139.2,5169.25,5098.25,5153.25,140855008,5124.65,52.81,5081.49,5038.02,5170.7,5162.95,5153.24,33.07,25.04,25.6,109.48
NIFTY,9/9/2011,5161.3,5163.75,5046.8,5059.45,158713008,5153.25,47.15,5074.14,5041.92,5119.16,5138.63,5152.11,31.26,23.12,27.01,110.23
NIFTY,12/9/2011,4981.7,4985.6,4911.25,4946.8,135500000,5059.45,41.41,5031.7,5024.62,4974.72,5028.67,5090.44,30.63,20.94,33.09,114.02
NIFTY,13/9/2011,4977.8,5030.15,4911.05,4940.95,146004992,4946.8,41.13,5001.45,5009.41,4892.37,4928.05,5005.09,29.58,22.18,30.59,114.53
NIFTY,14/9/2011,4965.05,5026.15,4917.4,5012.55,154277008,4940.95,45.95,5005.15,5009.98,4947.3,4925.7,4956.1,28.61,20.65,28.48,113.95
NIFTY,15/9/2011,5062.35,5091.45,4967.45,5075.7,153649008,5012.55,49.85,5028.67,5021.93,5057.58,5005.55,4971.04,27.01,23.16,26.25,114.96
NIFTY,16/9/2011,5123.35,5143.6,5068.1,5084.25,225187008,5075.7,50.37,5047.19,5033.26,5114.18,5082.24,5022.78,25.14,25.4,24.97,111.01
